16
1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,5,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,5,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,5,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,5,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,

1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,5,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,5,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,5,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,5,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
1,2,3,4,1,2.66,3,4,1,2.66,3,4,1,2.66,3,4,
